Operation,Level,Operator,Time,Source,Terminal IP Address,Operation Object,Result,Details
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,411-UL_Yubla_Irbid_PE_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,3869-UL_QAIA_Hotel_PE_BIBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,427-UL_Kharja_CTR_PE_Org_Manage_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,6414-UL_Tafelieh_Les_South_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,6308-UL_Anjarah_VIP_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,335-UL_Intercontinental_PF_IBS_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,3523-L_Fairmont_Hotel_PE_Fiber_IBS_Org_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:11 +03:00",NE License Management,192.168.27.31,1025-UL_Jabal_Tareq_East_PE_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3817-UL_Qastal_Ind_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3818-UL_Um_AlWaleed_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,5116-UL_Jabal_Hadeed_5_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3815-UL_Andalusieh_PD_Fiber_Zain_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3497-UL_Masharee_North_Ent_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3864-UL_Al_Hujra_Mall_IBS,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,4715-UL_Edoon_Bani_Hassan_PE_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3473-UL_Wadi_AlYabes_PE_Fiber_Org_Manage_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3828-UL_Jizah_Manara_ATCCO_PF_Manage_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3747-UL_Salt_Um_Jozeh_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,6418-UL_Shobak_Hawaleh_Cntr_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,6250-UL_Zobya_North_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3750-UL_Era_Karameh_Road_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,1400-UL_Halawa_West_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,6422-UL_Sad_Soltani_South_Qatraneh_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,6388-UL_Megebleh_Jarash_East_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,6420-UL_AlThani_Tafeela_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,757-UL_Mohammadieh_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3498-UL_Adassiyah_CTR_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,853-UL_Um_Rasas_Yahoon_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,6142-UL_Kettah_South_Jerash_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,6037-UL_Hosha_Faa_Intersection_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:10 +03:00",NE License Management,192.168.27.31,3863-UL_Rabiet_Mohareb_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,314-UL_Radisson_SAS_Tunnel_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,4802-ULT_Hashmi_1_PA_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,4805-UL_North_Hashmi_2_PC_Fiber_Zain_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,718-UL_Hashmia_Desert_Rd_PC_Fiber_Zain_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,315-UL_Weibdeh_Gardens_PE_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,306-UL_Islamic_College_PF_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,5738-UL_P_Green_Land_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,310-UL_P_Jordan_Hotel_PF,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,5867-ULT_Ain_Albaida_Rd_PE_Fiber_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,2756-ULT_Qalaa_Hill_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,5746-UL_Iraq_Amir_Rawashdeh_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,6034-UL_Rabaa_Sarhan_North_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,5736-UL_Madaba_Middle_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,832-UL_Sheehan_Village_Karak_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,1448-UL_Jerash_Jabal_Akhdar_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,2714-ULT_Jabal_Qusor_Core_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,703-UL_Hussainiah_Bin_Jazi_PF_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,5890-UL_Barnees_South_PF_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,1596-UL_Porto_DeadSea_PF_Manage_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,1349-UL_Um_Nowarah_Aden_Circle_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,1641-UL_National_Center_Diabetes_IBS_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,313-UL_Weibdeh_CRL_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,4778-UL_Officers_Ave_Mafraq_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,1535-L_Panorama_DeadSea_SCC_PF_Manage_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:09 +03:00",NE License Management,192.168.27.31,503-UL_Princess_Muna_Palace_PF_IBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62552-ULT_Khadra_Yajouz_Rd_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,4318-ULT_AbuSayah_Village_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,4309-UL_Jundi_Ave_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,4360-UL_Jabal_Shamali_Tariq_Sch_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,3884-UL_Loyalty_Support_Services_IBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62551-ULT_Applied_Science_Uni_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,791-ULT_Maan_Hospital_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62523-ULT_Koam_Ahmar_PC_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,782-UL_Nursing_College_Maan_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,2701-UL_Ahlieh_Sch_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62511-T_Rasheed_Jordan_St_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62515-ULT_Marj_Faras_3_PC_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62516-T_AbuNusair_3_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,798-ULT_Maan_Esteraha_Ave_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62521-T_AbuNusair_PA_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62504-T_Higher_Education_3_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,4780-UL_Mafraq_Hussein_Club_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62519-T_Safoot_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,723-UL_Eyle_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:08 +03:00",NE License Management,192.168.27.31,62503-T_Jubaiha_3_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,4463-UL_Bushra_North_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,4437-UL_Barha_Almarj_Ave_PF_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,4462-UL_30th_St_Back_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,4459-UL_Hashmi_St_End_Irbid_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,4458-UL_Palestine_St_Mid_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,4446-UL_Irbid_Camp_UNESCO_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,4435-UL_Barha_South_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,1735-ULT_Sinaa_Sch_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,6292-UL_Maan_Prince_Rashid_Av_South_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,1310-ULT_Hizam_PA_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,1304-UL_Hizam_Rd_2_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,301-ULT_King_Hussein_St_PD_Fiber_Manage,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,3733-UL_Maghareeb_Salt_South_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,1319-ULT_Harsha_1_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
Export NE SBOM statistics,Minor,basharad,"	16/09/2025 12:03:07 +03:00",NE License Management,192.168.27.31,3837-UL_Jizah_Camp_Back_PE_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1459603"
